starid,rarad,decrad,field,tile,seqn,period_reqb,period_r,period_b,magave_r,magave_b,magave_bminusr,magave_kv,magave_kr,magave_kvminuskr,amp_r,amp_b,amp_bminusr,amp_reqb,suprsa_r,suprsa_b,chi2r_r,chi2r_b,sig_r,sig_b,varindex,classification,points_total,points_concurrent,points_r,points_b
28985494,1.35528,-1.18988,2,4911,59,0.56,50.991198,50.703646,-7.623,-6.513,1.11,17.607,16.237,1.37,0.146,0.365,219.0,150.25,3.82,3.59,14.6,13.6,0.089,0.122,0.799,10,962,910,919,945
28985424,1.35376,-1.19061,2,4911,117,0.03,56.425571,56.405038,-6.594,-7.13,-0.535,17.286,17.562,-0.275,0.158,0.138,-20.0,12.61,0.94,1.07,1.47,1.39,0.045,0.041,0.196,10,962,878,884,909
28985124,1.35573,-1.18966,2,4911,457,0.0,0.471107,0.471107,-4.832,-4.718,0.113,19.581,19.207,0.374,0.814,1.206,392.0,48.22,0.87,0.87,10.0,22.84,0.286,0.47,0.461,1,962,910,921,947
28723546,1.38,-1.19811,2,5872,1307,0.0,0.687839,0.687839,-4.702,-4.456,0.245,19.819,19.313,0.506,0.643,0.957,314.0,48.83,0.9,0.87,7.83,13.2,0.233,0.331,0.319,1,969,871,928,891
28984836,1.3551,-1.19051,2,4911,745,0.0,0.59264,0.59264,-4.789,-4.731,0.057,19.578,19.26,0.317,0.486,0.788,302.0,62.03,0.86,1.08,2.41,4.44,0.19,0.242,0.174,1,962,880,887,919
28976131,1.35922,-1.19914,2,5024,2251,0.18,47.825065,47.913766,-8.5,-7.349,1.15,16.763,15.352,1.41,0.109,0.173,64.0,58.7,2.33,3.11,5.45,10.15,0.052,0.082,0.901,7,969,931,956,942
28976133,1.35914,-1.19952,2,5024,2253,0.07,32.001863,32.025006,-8.455,-7.294,1.161,16.817,15.396,1.421,0.074,0.104,30.0,40.66,1.3,1.64,1.67,2.81,0.03,0.05,0.347,6,969,928,953,942
28976134,1.35825,-1.19907,2,5024,2254,2.91,119.231613,115.75885,-8.603,-7.343,1.259,16.75,15.23,1.52,0.179,0.205,26.0,14.15,3.25,3.08,11.81,11.78,0.073,0.089,1.051,8,969,927,952,938
28959605,1.35792,-1.19473,2,5028,655,0.0,0.597752,0.59775,-4.659,-4.559,0.099,19.743,19.383,0.359,0.593,0.758,165.0,27.88,0.64,0.63,1.4,1.52,0.204,0.239,0.106,1,831,752,791,760
28959626,1.35707,-1.19442,2,5028,676,0.0,0.603045,0.603052,-4.841,-4.688,0.153,19.604,19.191,0.413,0.29,0.522,232.0,79.55,1.2,1.12,3.1,5.59,0.182,0.215,0.165,1,831,776,813,782
28958144,1.35695,-1.19517,2,5028,2138,0.26,157.739749,157.320737,-9.079,-7.594,1.485,16.458,14.713,1.745,0.215,0.295,80.0,36.91,0.84,1.85,17.5,21.71,0.078,0.106,2.656,8,831,64,67,102
28957646,1.35965,-1.1952,2,5028,2664,0.0,0.487399,0.4874,-4.684,-4.326,0.358,19.929,19.311,0.618,0.729,1.173,444.0,60.93,0.64,0.75,1.92,6.18,0.256,0.466,0.164,1,831,82,84,136
28980166,1.35944,-1.20098,2,5023,4733,0.0,0.96291,0.96291,-6.963,-7.421,-0.458,16.981,17.179,-0.197,0.674,0.661,-13.0,1.87,2.58,3.01,20.58,24.16,0.139,0.142,0.997,10,912,850,875,884
28991665,1.35516,-1.19252,2,4909,16,0.59,65.470349,65.859809,-8.753,-7.571,1.182,16.536,15.094,1.442,0.059,0.088,29.0,50.28,1.39,1.49,1.4,2.08,0.031,0.036,0.178,7,969,935,950,945
28991666,1.35505,-1.19284,2,4909,17,0.17,136.685282,136.444641,-8.411,-7.198,1.212,16.903,15.43,1.472,0.704,0.775,71.0,10.12,5.41,6.02,92.75,116.9,0.194,0.261,3.296,8,969,897,908,947
28991668,1.35522,-1.19243,2,4909,19,0.02,413.423045,413.336884,-8.486,-7.425,1.061,16.704,15.383,1.321,0.415,0.443,28.0,6.6,2.29,2.1,23.45,28.67,0.108,0.123,0.819,9,969,936,947,948
28991670,1.3556,-1.19263,2,4909,21,0.03,107.007999,106.971085,-8.246,-6.513,1.733,17.495,15.502,1.993,0.366,0.618,252.0,68.44,4.6,3.81,21.45,14.15,0.175,0.238,0.504,7,969,938,949,949
28991679,1.35412,-1.19239,2,4909,30,0.06,24.533242,24.548784,-8.077,-7.063,1.014,17.074,15.799,1.275,0.051,0.044,-7.0,12.97,1.1,1.36,1.04,2.0,0.025,0.036,0.19,10,969,905,925,920
28991635,1.35385,-1.19281,2,4909,50,0.01,1.396821,1.397054,-7.683,-8.248,-0.564,16.173,16.478,-0.304,0.162,0.211,49.0,30.39,1.79,1.86,1.78,1.91,0.063,0.059,0.372,10,969,919,929,944
29006093,1.35435,-1.19686,2,4905,171,0.02,47.346862,47.335655,-6.557,-5.803,0.754,18.381,17.367,1.013,0.543,0.513,-30.0,5.5,1.92,1.3,24.5,8.97,0.168,0.183,0.416,10,968,418,452,764
29005980,1.3553,-1.19667,2,4905,250,0.0,0.266076,0.266076,-6.115,-6.522,-0.407,17.871,18.018,-0.146,0.204,0.206,2.0,0.61,0.85,0.75,4.7,5.32,0.11,0.07,0.277,10,968,523,527,949
29005818,1.35541,-1.197,2,4905,408,0.0,0.515322,0.515319,-5.697,-5.398,0.299,18.868,18.309,0.559,0.336,0.599,263.0,78.15,0.78,0.87,5.94,11.49,0.114,0.216,0.351,11,968,484,489,887
29005233,1.35468,-1.19772,2,4905,975,0.0,0.570909,0.570914,-4.692,-4.593,0.099,19.709,19.35,0.359,0.634,0.744,110.0,17.33,0.65,0.72,2.43,4.02,0.211,0.353,0.165,1,968,484,498,890
29004953,1.35465,-1.19668,2,4905,1271,0.0,0.677868,0.677848,-4.5,-4.48,0.019,19.836,19.556,0.28,0.568,0.698,130.0,23.0,0.78,0.98,1.59,3.75,0.207,0.27,0.122,1,968,515,523,941
29002399,1.35585,-1.19612,2,4906,19,0.29,151.146885,151.590344,-8.777,-7.574,1.202,16.529,15.066,1.463,0.936,0.971,35.0,3.71,8.14,8.75,165.2,183.9,0.254,0.324,5.072,8,968,519,526,944
29002406,1.35634,-1.19595,2,4906,26,0.8,119.8771,118.916049,-8.765,-7.185,1.58,16.85,15.01,1.84,0.284,0.305,21.0,7.57,4.37,4.85,20.78,23.04,0.092,0.129,1.587,7,968,521,532,937
28714057,1.38177,-1.19486,2,5875,1199,0.0,0.496554,0.496555,-4.841,-4.662,0.179,19.625,19.186,0.439,0.741,1.043,302.0,40.74,1.03,0.97,8.13,16.63,0.285,0.429,0.462,1,964,377,392,862
28966262,1.35751,-1.19765,2,5026,1486,0.0,0.561862,0.561861,-4.282,-4.041,0.24,20.235,19.734,0.501,0.78,1.154,374.0,47.98,0.88,0.86,3.2,4.02,0.271,0.41,0.188,1,832,769,795,778
28979945,1.35868,-1.20032,2,5023,4960,0.0,0.62175,0.621752,-6.104,-6.498,-0.394,17.892,18.026,-0.134,0.143,0.155,12.0,8.31,0.82,0.74,1.75,2.14,0.059,0.054,0.131,10,912,854,879,884
28979823,1.35999,-1.2006,2,5023,5030,0.02,7.066056,7.064446,-5.943,-6.426,-0.483,17.98,18.203,-0.222,0.138,0.125,-13.0,9.78,0.79,0.77,1.52,2.35,0.065,0.053,0.14,10,912,853,878,884
28979817,1.35931,-1.20018,2,5023,5088,0.0,0.806086,0.806086,-5.484,-5.457,0.027,18.858,18.571,0.286,0.589,0.897,308.0,52.28,0.72,0.68,8.47,13.23,0.19,0.3,0.337,1,912,848,868,875
28979422,1.35685,-1.20051,2,5023,5461,0.0,0.479747,0.479747,-5.232,-5.236,-0.003,19.084,18.828,0.256,0.574,0.842,268.0,46.73,0.77,0.78,6.09,15.16,0.193,0.304,0.34,1,912,847,871,885
28979338,1.3576,-1.20039,2,5023,5569,0.0,0.507261,0.507261,-4.951,-4.687,0.263,19.585,19.061,0.524,0.485,0.92,435.0,89.75,0.66,0.74,1.86,4.49,0.197,0.355,0.181,1,912,841,863,870
28979244,1.35922,-1.20074,2,5023,5667,0.0,0.332212,0.33221,-5.123,-5.519,-0.395,18.872,19.008,-0.135,0.366,0.307,-59.0,16.06,0.81,1.07,2.49,4.56,0.152,0.145,0.148,10,912,852,877,882
28979108,1.35902,-1.20074,2,5023,5787,0.25,0.325386,0.32454,-5.049,-5.121,-0.072,19.211,19.023,0.187,0.226,0.489,263.0,116.09,1.03,1.36,1.68,3.24,0.165,0.178,0.113,2,912,851,876,881
28991187,1.35438,-1.19266,2,4909,498,0.0,0.581114,0.581105,-5.444,-5.258,0.185,19.028,18.582,0.446,0.399,0.572,173.0,43.39,1.25,1.53,8.17,15.94,0.149,0.245,0.343,10,969,937,945,949
28990826,1.35498,-1.19308,2,4909,905,0.0,0.606905,0.606908,-5.036,-4.962,0.073,19.344,19.01,0.333,0.616,0.86,244.0,39.48,0.87,0.89,8.94,16.87,0.201,0.307,0.386,1,969,927,939,939
29014640,1.3546,-1.19961,2,4903,2543,0.0,2.92281,2.92292,-7.307,-7.554,-0.246,16.81,16.797,0.012,0.229,0.519,290.0,126.61,1.42,1.91,9.65,12.89,0.095,0.112,0.698,10,966,529,531,945
29014183,1.35569,-1.19896,2,4903,3046,0.0,0.467043,0.467046,-5.711,-5.411,0.3,18.855,18.294,0.56,0.257,0.477,220.0,85.49,1.31,1.49,3.35,5.18,0.09,0.164,0.22,11,966,529,531,944
29013612,1.35527,-1.2001,2,4903,3627,0.0,0.58542,0.58542,-5.18,-5.074,0.105,19.226,18.86,0.366,0.398,0.59,192.0,48.11,0.86,0.9,3.98,7.59,0.126,0.23,0.21,1,966,483,488,879
29013402,1.35394,-1.1991,2,4903,3801,0.0,0.369161,0.369165,-5.068,-5.142,-0.074,19.191,19.005,0.186,0.369,0.368,-1.0,0.19,1.0,1.01,1.37,1.87,0.142,0.17,0.104,2,966,526,529,941
29012917,1.35466,-1.19981,2,4903,4276,0.0,0.546648,0.54665,-4.847,-4.794,0.053,19.516,19.203,0.313,0.679,0.98,301.0,44.27,0.87,0.99,7.88,10.34,0.23,0.317,0.289,1,966,529,530,941
29012844,1.35621,-1.19991,2,4903,4395,0.02,1.998447,1.997983,-4.573,-5.259,-0.686,19.184,19.61,-0.425,1.118,0.613,-505.0,45.09,0.8,1.23,1.35,3.33,0.31,0.342,0.123,10,966,412,426,874
28994144,1.35454,-1.19351,2,4908,771,0.0,0.668396,0.668399,-4.826,-4.598,0.227,19.68,19.192,0.488,0.488,0.625,137.0,28.12,0.71,0.72,3.31,4.64,0.159,0.236,0.172,1,968,852,884,903
28994071,1.3568,-1.19333,2,4908,826,0.0,0.376559,0.376554,-4.871,-4.807,0.064,19.501,19.177,0.323,0.234,0.35,116.0,49.42,1.09,1.14,2.26,3.12,0.133,0.149,0.12,2,968,709,875,719
28993895,1.35458,-1.19402,2,4908,1034,0.0,0.499439,0.499439,-4.899,-4.816,0.083,19.489,19.146,0.343,0.566,1.174,608.0,107.19,0.76,0.78,1.75,7.17,0.241,0.382,0.156,1,968,859,896,873
28993636,1.35584,-1.19346,2,4908,1287,0.0,0.603305,0.603302,-4.338,-4.172,0.166,20.118,19.692,0.426,0.597,0.8,203.0,34.1,0.79,0.77,2.82,4.89,0.284,0.37,0.159,1,968,918,947,933
28993606,1.35541,-1.19401,2,4908,1321,0.0,0.344038,0.344034,-4.365,-4.279,0.086,20.025,19.679,0.346,0.353,0.457,104.0,29.46,1.22,1.47,2.65,4.43,0.227,0.286,0.148,2,968,874,893,891
28996002,1.3537,-1.19507,2,4907,2627,0.01,0.606638,0.60657,-4.867,-4.779,0.088,19.525,19.177,0.348,0.335,0.548,213.0,63.26,0.93,0.86,3.73,6.52,0.128,0.205,0.206,1,965,26,26,57
28703370,1.38059,-1.189,2,5880,356,0.0,0.644636,0.644631,-4.384,-4.115,0.269,20.156,19.627,0.528,0.441,0.582,141.0,31.83,0.83,1.1,2.27,4.42,0.184,0.264,0.248,1,948,372,385,859
28995891,1.3563,-1.19504,2,4907,2708,1.64,0.52198,0.530588,-4.277,-4.118,0.158,20.173,19.754,0.419,0.546,1.103,557.0,101.98,0.93,1.4,4.36,13.37,0.268,0.527,0.429,1,965,32,32,48
28995869,1.35533,-1.19544,2,4907,2750,0.0,0.484147,0.484147,-4.661,-4.522,0.138,19.772,19.373,0.399,0.793,1.207,414.0,52.14,0.89,0.87,4.47,7.41,0.449,0.425,0.254,1,965,480,486,883
28994923,1.35471,-1.19316,2,4908,14,0.13,52.453822,52.382915,-9.321,-8.042,1.278,16.046,14.508,1.538,0.134,0.214,80.0,59.86,2.95,3.7,10.11,15.59,0.059,0.08,1.76,6,968,944,959,951
28994925,1.3553,-1.19344,2,4908,16,0.41,316.652199,317.951276,-9.031,-7.451,1.58,16.584,14.744,1.839,0.366,0.445,79.0,21.57,3.01,4.22,23.73,47.98,0.104,0.149,1.447,8,968,933,952,946
28994863,1.35521,-1.19414,2,4908,18,0.6,81.450905,80.961644,-8.774,-7.414,1.359,16.661,15.041,1.619,0.19,0.182,-8.0,3.83,3.43,2.7,10.89,8.46,0.099,0.132,0.279,7,968,266,608,350
28994865,1.35595,-1.1942,2,4908,20,0.74,129.167586,128.206048,-8.483,-6.282,2.201,17.641,15.18,2.461,0.338,0.577,239.0,70.47,5.52,4.77,40.21,28.91,0.135,0.199,1.447,7,968,877,898,890
28994882,1.35473,-1.19402,2,4908,37,0.05,55.926771,55.897586,-7.857,-6.617,1.24,17.479,15.979,1.5,0.264,0.391,127.0,48.07,4.2,3.46,23.37,16.89,0.112,0.152,0.851,7,968,880,898,893
28994837,1.35672,-1.19359,2,4908,56,0.04,70.247476,70.215654,-7.57,-6.772,0.798,17.404,16.346,1.058,0.145,0.174,29.0,19.36,0.81,0.93,3.89,3.69,0.042,0.056,0.401,10,968,599,805,610
28980269,1.36003,-1.20013,2,5023,4644,0.65,126.686644,127.520445,-8.299,-6.023,2.276,17.887,15.351,2.535,0.464,0.479,15.0,3.42,7.33,4.98,54.26,27.96,0.187,0.258,1.558,7,912,840,862,866
28980218,1.36003,-1.20029,2,5023,4657,0.64,257.331446,258.982836,-7.884,-7.054,0.83,17.116,16.026,1.089,0.095,0.11,15.0,15.92,1.09,1.27,1.47,1.82,0.03,0.049,0.173,9,912,854,876,883
28980237,1.35786,-1.20104,2,5023,4676,0.23,120.952865,120.670377,-7.769,-5.628,2.141,18.306,15.905,2.401,0.584,0.592,8.0,1.22,7.67,2.38,66.5,6.75,0.202,0.264,0.811,7,912,841,866,875
28980188,1.35987,-1.20015,2,5023,4691,0.96,388.961945,392.700179,-7.541,-8.083,-0.541,16.334,16.616,-0.281,0.12,0.137,17.0,13.7,1.87,1.45,3.5,2.18,0.063,0.038,0.516,10,912,845,865,871
29001058,1.35429,-1.19633,2,4906,1366,0.0,0.590473,0.590473,-4.712,-4.801,-0.089,19.535,19.364,0.17,0.8,1.101,301.0,37.51,0.78,0.92,13.3,22.03,0.254,0.411,0.449,1,968,421,424,885
29021007,1.3518,-1.1896,2,4791,16,0.11,171.461437,171.271978,-8.611,-6.851,1.76,17.152,15.132,2.02,0.745,1.219,474.0,63.43,7.02,7.76,237.1,307.8,0.283,0.47,4.196,8,959,874,887,905
29020406,1.35186,-1.18939,2,4791,631,0.0,0.835846,0.835842,-4.836,-4.771,0.065,19.537,19.212,0.325,0.535,0.36,-175.0,32.61,0.87,0.91,1.87,2.88,0.221,0.202,0.11,1,959,873,887,903
29018699,1.35453,-1.20072,2,4902,4684,0.0,0.845713,0.845718,-7.46,-7.932,-0.472,16.472,16.684,-0.211,0.274,0.3,26.0,9.2,0.58,0.68,10.41,11.61,0.072,0.074,0.859,10,965,528,529,947
29018660,1.35572,-1.20088,2,4902,4709,0.0,1.738771,1.738771,-6.858,-6.723,0.134,17.572,17.177,0.395,0.678,0.93,252.0,37.24,1.08,0.95,46.5,90.1,0.188,0.298,1.372,4,965,528,529,947
29017120,1.35665,-1.20027,2,4902,6241,0.0,0.564719,0.56472,-4.821,-4.765,0.056,19.544,19.228,0.316,0.821,1.137,316.0,38.38,1.11,0.98,7.53,12.38,0.288,0.404,0.123,1,965,366,470,524
29017098,1.35528,-1.20026,2,4902,6283,0.0,0.651551,0.651556,-4.854,-4.739,0.115,19.56,19.185,0.375,0.41,0.61,200.0,48.97,0.68,0.7,2.54,3.83,0.197,0.224,0.134,1,965,521,523,935
29033894,1.35107,-1.19392,2,4787,8,0.06,47.845661,47.87677,-9.279,-8.042,1.236,16.054,14.558,1.496,0.075,0.148,73.0,97.51,1.92,2.48,4.25,7.6,0.046,0.061,1.09,6,967,881,908,887
29002408,1.35661,-1.1957,2,4906,28,2.27,350.402531,358.384536,-8.441,-6.936,1.505,17.113,15.348,1.765,0.118,0.233,115.0,97.11,1.17,1.18,1.56,2.39,0.048,0.095,0.135,10,968,263,505,656
29002412,1.35575,-1.19632,2,4906,32,0.05,24.382731,24.369314,-8.297,-7.182,1.115,16.937,15.562,1.374,0.055,0.125,70.0,124.1,0.85,1.4,0.97,2.5,0.022,0.043,0.294,6,968,524,527,950
28988522,1.35601,-1.19185,2,4910,29,1.16,366.866954,362.576141,-8.424,-6.213,2.21,17.709,15.238,2.471,0.681,1.13,449.0,65.96,4.09,3.23,141.6,114.2,0.219,0.354,2.559,8,965,867,879,946
28988230,1.35447,-1.19168,2,4910,313,0.0,0.87974,0.87973,-5.45,-5.76,-0.309,18.615,18.665,-0.049,0.299,0.317,18.0,6.05,0.81,0.81,4.26,6.03,0.103,0.1,0.215,10,965,895,902,951
28987727,1.35583,-1.19174,2,4910,770,0.0,0.662133,0.662133,-4.907,-4.823,0.083,19.481,19.137,0.344,0.558,0.761,203.0,36.23,0.9,0.85,6.43,10.99,0.176,0.24,0.276,1,965,907,917,949
28985582,1.35627,-1.19063,2,4911,19,0.25,86.496132,86.713889,-9.445,-8.042,1.402,16.024,14.362,1.662,0.114,0.225,111.0,97.47,2.48,3.48,5.25,12.1,0.049,0.078,1.565,7,962,877,894,909
28985532,1.35446,-1.18981,2,4911,33,2.78,241.859123,248.598559,-8.148,-7.397,0.751,16.787,15.775,1.012,0.114,0.228,114.0,99.81,1.94,2.61,5.8,11.83,0.056,0.086,0.568,9,962,704,919,729
29001017,1.35571,-1.19575,2,4906,1389,0.0,0.57013,0.570135,-4.758,-4.634,0.123,19.663,19.279,0.384,0.911,0.968,57.0,6.26,0.9,0.93,3.04,8.93,0.247,0.376,0.239,1,968,522,525,946
28998580,1.35442,-1.19473,2,4907,21,0.06,29.493108,29.473479,-7.563,-6.159,1.404,17.908,16.244,1.664,0.096,0.135,39.0,40.52,1.8,1.6,3.18,2.69,0.052,0.081,0.211,6,965,897,921,912
28998181,1.35387,-1.19465,2,4907,454,0.0,0.546623,0.546624,-4.838,-4.717,0.121,19.581,19.2,0.381,0.332,0.571,239.0,71.72,0.73,0.74,1.52,2.59,0.171,0.229,0.108,1,965,909,930,924
28996549,1.35672,-1.19509,2,4907,2086,2.16,71.517568,73.064019,-8.828,-7.206,1.621,16.822,14.94,1.882,0.162,0.4,238.0,147.29,0.92,1.75,6.13,12.26,0.05,0.109,0.927,6,965,26,39,40
28996099,1.35611,-1.19508,2,4907,2532,0.01,0.555002,0.554925,-5.016,-4.833,0.182,19.454,19.011,0.443,0.419,0.546,127.0,30.45,0.92,0.9,4.83,5.39,0.149,0.221,0.331,1,965,28,29,52
28996070,1.35545,-1.19504,2,4907,2567,0.07,0.626574,0.626095,-5.031,-4.836,0.194,19.448,18.993,0.455,0.23,0.33,100.0,43.19,0.61,1.07,4.5,5.79,0.105,0.175,0.223,1,965,25,25,48
29017010,1.35623,-1.20109,2,4902,6323,0.0,0.514262,0.514258,-4.843,-4.674,0.168,19.615,19.186,0.429,0.577,0.902,325.0,56.14,0.99,1.18,5.78,8.42,0.225,0.36,0.281,1,965,495,533,892
29014808,1.35629,-1.19987,2,4903,2391,0.0,39.632072,39.632072,-8.538,-7.514,1.024,16.621,15.337,1.284,0.09,0.127,37.0,41.14,1.63,1.94,3.77,4.64,0.04,0.053,0.629,7,966,504,540,905
29014812,1.35617,-1.19938,2,4903,2395,0.12,189.719918,189.487988,-8.364,-7.219,1.145,16.894,15.489,1.405,0.052,0.088,36.0,67.86,0.69,1.2,0.75,1.83,0.019,0.037,0.247,10,966,534,538,935
29040920,1.35059,-1.1964,2,4785,317,0.0,4.09855,4.098441,-5.877,-6.285,-0.408,18.108,18.256,-0.147,0.114,0.148,34.0,29.76,0.79,0.78,1.59,2.13,0.064,0.056,0.123,10,955,526,531,948
29040466,1.3509,-1.19617,2,4785,759,0.0,0.559149,0.559152,-5.242,-5.005,0.237,19.272,18.775,0.497,0.327,0.496,169.0,51.49,0.83,0.93,3.11,4.98,0.124,0.205,0.178,1,955,525,531,944
29040404,1.35044,-1.1964,2,4785,825,0.0,0.535976,0.535983,-4.813,-4.583,0.229,19.695,19.205,0.49,0.418,1.071,653.0,156.0,1.04,1.35,4.31,12.68,0.226,0.442,0.215,1,955,526,531,946
29040124,1.3532,-1.19577,2,4785,1121,0.0,0.338582,0.338584,-4.915,-4.991,-0.075,19.342,19.158,0.184,0.435,0.622,187.0,43.15,0.77,0.85,2.8,8.07,0.555,0.232,0.156,2,955,496,501,922
29040138,1.3517,-1.19648,2,4785,1135,0.0,0.428638,0.428629,-4.935,-4.874,0.06,19.435,19.114,0.321,0.318,0.354,36.0,11.47,0.91,1.01,1.71,3.25,0.165,0.23,0.103,2,955,521,527,945
29009410,1.35424,-1.19894,2,4904,887,0.0,0.357197,0.357199,-5.425,-5.59,-0.165,18.759,18.664,0.095,0.245,0.357,112.0,45.4,0.82,0.9,2.33,4.38,0.088,0.119,0.148,2,966,498,501,901
29009296,1.3559,-1.1989,2,4904,965,0.0,0.539314,0.539311,-4.793,-4.795,-0.001,19.525,19.267,0.257,0.749,0.93,181.0,24.2,0.73,0.84,5.3,7.09,0.25,0.333,0.236,1,966,496,499,897
29008860,1.35598,-1.1978,2,4904,1425,0.0,0.345588,0.345587,-4.693,-4.671,0.021,19.645,19.363,0.282,0.295,0.485,190.0,64.05,0.82,0.96,2.3,4.09,0.147,0.212,0.117,2,966,514,526,935
29008513,1.35577,-1.1979,2,4904,1782,0.0,0.591966,0.591968,-4.566,-4.456,0.109,19.844,19.474,0.37,0.514,0.78,266.0,51.59,0.89,1.08,3.23,5.5,0.236,0.349,0.184,1,966,520,527,936
29006206,1.35372,-1.19734,2,4905,28,0.74,53.819806,53.421004,-8.349,-7.3,1.049,16.831,15.522,1.309,0.133,0.21,77.0,58.5,2.53,3.07,5.98,8.75,0.059,0.082,0.748,7,968,477,484,888
29006214,1.35548,-1.19725,2,4905,36,0.93,90.169337,91.016488,-8.395,-6.863,1.531,17.181,15.389,1.792,0.361,0.48,119.0,32.98,5.76,5.25,46.83,36.65,0.158,0.213,1.331,7,968,492,498,901
29026442,1.35245,-1.19179,2,4789,1029,0.0,0.382406,0.382409,-4.833,-4.829,0.004,19.49,19.226,0.264,0.294,0.319,25.0,8.63,1.01,1.11,2.51,5.0,0.149,0.201,0.155,2,964,883,900,941
29026312,1.35102,-1.19158,2,4789,1155,0.0,0.554889,0.554889,-4.652,-4.476,0.176,19.812,19.376,0.436,0.731,0.966,235.0,32.07,0.82,0.86,3.89,6.99,0.258,0.368,0.241,1,964,880,907,929
29024170,1.35123,-1.18965,2,4790,13,0.63,495.212186,492.068,-9.502,-7.437,2.065,16.511,14.186,2.325,0.399,0.703,304.0,76.13,3.28,4.72,28.56,57.99,0.123,0.189,1.687,8,963,908,927,939
29024113,1.35115,-1.19024,2,4790,20,0.0,360.887788,360.887788,-8.535,-7.574,0.961,16.573,15.352,1.221,0.268,0.34,72.0,26.73,2.02,2.42,14.62,27.22,0.077,0.109,0.998,9,963,912,927,942
29024116,1.35104,-1.18983,2,4790,23,3.23,346.759051,357.970584,-8.504,-7.396,1.107,16.724,15.356,1.368,0.235,0.347,112.0,47.4,2.68,3.22,11.77,16.71,0.069,0.096,1.13,9,963,903,921,936
29024119,1.35065,-1.1906,2,4790,26,0.2,358.197035,358.949038,-8.306,-7.304,1.001,16.835,15.573,1.261,0.627,0.631,4.0,0.67,3.46,3.49,55.82,63.5,0.156,0.174,1.719,9,963,866,890,897
29024141,1.3535,-1.1898,2,4790,48,0.0,2.52443,2.52443,-7.833,-7.565,0.267,16.706,16.178,0.528,0.492,0.734,242.0,49.3,0.62,0.65,25.47,61.63,0.155,0.247,1.018,4,963,892,904,923
29024052,1.35186,-1.19043,2,4790,87,0.0,9.935237,9.934901,-7.497,-7.85,-0.352,16.533,16.626,-0.092,0.464,0.487,23.0,4.76,1.53,1.29,1.57,0.78,0.076,0.076,0.473,10,963,850,888,884
29024037,1.35106,-1.19079,2,4790,136,0.0,1.775644,1.775637,-6.426,-6.792,-0.365,17.593,17.699,-0.106,0.199,0.23,31.0,15.56,1.0,0.83,2.21,2.27,0.072,0.053,0.206,10,963,866,890,897
29002413,1.35511,-1.19552,2,4906,33,0.0,1.068604,1.068597,-8.282,-8.686,-0.403,15.706,15.85,-0.143,0.077,0.079,2.0,2.98,0.55,0.75,1.2,1.4,0.025,0.028,0.303,10,237,115,115,233
29002329,1.35378,-1.19563,2,4906,77,0.99,33.73402,34.069904,-7.473,-6.317,1.155,17.794,16.378,1.416,0.134,0.251,117.0,87.06,2.98,3.27,8.77,11.31,0.073,0.122,0.597,10,968,511,515,946
29001904,1.35615,-1.196,2,4906,484,0.0,0.952133,0.952142,-5.686,-6.016,-0.33,18.363,18.433,-0.069,0.226,0.296,70.0,30.91,0.7,0.76,2.98,4.91,0.085,0.088,0.19,10,968,527,532,944
29001606,1.35527,-1.1957,2,4906,826,0.0,0.385752,0.385745,-4.973,-5.04,-0.067,19.292,19.099,0.193,0.247,0.349,102.0,41.14,0.86,0.94,2.45,5.18,0.115,0.171,0.11,2,968,506,510,947
29045115,1.35258,-1.19724,2,4784,183,0.0,3.892737,3.892737,-6.567,-6.967,-0.399,17.425,17.564,-0.139,0.54,0.601,61.0,11.21,0.83,1.03,1.04,1.25,0.086,0.092,0.197,10,956,527,530,948
29044489,1.35165,-1.19769,2,4784,837,0.0,0.593183,0.593171,-5.601,-5.951,-0.349,18.432,18.522,-0.089,0.404,0.579,175.0,43.16,0.96,1.63,3.14,8.3,0.121,0.156,0.229,10,956,489,504,890
29033902,1.353,-1.19345,2,4787,16,0.28,107.141455,107.450552,-8.471,-7.55,0.921,16.604,15.423,1.18,0.044,0.068,24.0,51.47,0.7,1.05,1.08,1.75,0.021,0.032,0.365,8,967,899,919,911
29033841,1.35161,-1.19319,2,4787,19,0.18,280.799373,280.291602,-8.323,-7.424,0.899,16.734,15.575,1.159,0.156,0.256,100.0,64.48,1.62,1.89,3.56,6.75,0.045,0.065,0.719,9,967,933,954,940
29033843,1.35355,-1.19388,2,4787,21,0.02,181.014591,180.970403,-8.253,-6.599,1.654,17.423,15.509,1.913,0.083,0.175,92.0,111.62,3.47,4.14,9.31,17.14,0.088,0.133,1.128,8,967,758,819,813
29033850,1.35325,-1.19327,2,4787,28,0.12,96.956995,96.834459,-7.977,-6.221,1.756,17.782,15.766,2.016,0.464,0.747,283.0,60.74,5.7,3.78,44.25,22.16,0.183,0.273,0.838,7,967,923,933,930
29033120,1.35349,-1.19349,2,4787,770,0.0,0.335717,0.335717,-4.853,-4.952,-0.099,19.385,19.224,0.161,0.484,0.565,81.0,16.66,0.88,0.98,5.96,13.19,0.176,0.224,0.262,2,967,897,925,917
29033129,1.35064,-1.19346,2,4787,779,0.0,0.677437,0.677437,-4.868,-4.719,0.149,19.574,19.165,0.408,0.747,1.017,270.0,35.98,0.83,0.8,10.46,16.8,0.247,0.365,0.387,1,967,906,935,924
